t_ms,ax,ay,az,gx,gy,gz
1009,7455,-867,11849
59470,19338,-804,-1506,7530,-1460,13312
59480,27580,587,-3613,5890,295,14405
59490,32750,2904,-3457,4519,-2868,11139
59500,29203,3894,-2827,834,-1598,5205
59510,18373,3897,-452,-1199,-4704,23
59520,12962,4009,-1933,-3263,-2528,-2505
59530,18360,4021,-4993,-10055,-1741,-6385
59540,25319,2704,-3492,-15634,1909,-12579
59550,32710,-1720,-6267,-14307,10948,-17392
59560,19868,-7325,-7746,-9663,6554,-17875
59570,6795,-10922,-2504,-2164,7848,-11957
59580,-3112,-4895,-1367,421,1401,-809
59590,-2661,-7149,3995,891,-1536,8497
59600,4127,-6803,3427,7141,-2055,12126
59610,12224,-3859,2305,9696,-1067,11132
59620,30080,1933,-1478,11307,1492,14277
59630,32745,4995,-2061,8853,-1207,9701
59640,30708,5546,-2974,8179,-6074,7476
59650,21020,1991,-2339,630,-4295,6989
59660,16869,2039,187,-1399,313,4657
59670,16520,5226,-3076,-2619,-4493,524
59680,16616,4616,-3097,-8226,236,-5886
59690,21965,2364,-2428,-12960,699,-11763
59700,31280,1028,-4848,-10829,8373,-15181
59710,24324,-5027,-4941,-9402,4900,-18736
59720,15083,-8705,-1636,-2855,6195,-13828
59730,2605,-4605,-2489,1685,-1125,-4408
59740,1168,-5352,2270,713,-1832,3647
59750,5454,-4855,1154,5544,-1081,8650
59760,10760,-4569,1912,6558,1132,8826
59770,12639,-982,2272,9192,-1110,10233
59780,28932,1184,-2851,11563,1123,15283
59790,31339,8096,-5206,8023,-3120,10844
59800,31659,10588,-5045,888,-4310,7520
59810,23876,5770,158,-7016,-1384,-641
59820,17066,3549,-513,-6820,-294,-6066
59830,15792,1035,-1198,-9715,-570,-10416
59840,18801,-455,-1775,-10726,1684,-12502
59850,22591,-260,-3036,-10231,5597,-13279
59860,16646,-4269,-2037,-6931,6553,-11279
59870,8696,-6309,-2798,4524,-735,-6353
59880,3317,-2592,-2210,5033,-5663,929
59890,3660,-3884,-271,5681,-2672,9112
59900,10929,-3991,-1087,6649,-1667,12425
59910,12099,-1960,-18,7174,-1296,10669
59920,18538,1611,-977,9940,-2799,11674
59930,32620,7444,-5199,8148,877,9510
59940,32750,12922,-6722,5165,-6366,3879
59950,32750,12564,-7334,-4332,-2402,-3324
59960,23669,2727,-1314,-13987,4112,-10527
59970,14947,-3180,433,-13669,6420,-13947
59980,12192,-5970,344,-11320,9667,-15210
59990,7108,-4923,-992,-6335,9539,-13499
60000,3313,-7743,-1865,7,6947,-4824
60010,4241,-8101,-3916,8772,-5266,7154
60020,11002,-4773,-4816,9930,-5022,16280
60030,17738,-5854,-3499,8724,-7485,22183
60040,20567,-1768,-2169,6855,-4021,16927
60050,15556,3562,514,5209,-4794,10208
60060,22607,8796,368,5353,-5134,8850
60070,32750,11743,-4617,4878,3737,131
60080,32750,6185,-7693,-163,-2241,-8730
60090,32490,1700,-7657,-8369,-1104,-14677
60100,18155,-5302,-788,-14900,3364,-16187
60110,14879,-6417,423,-13543,5201,-17860
60120,8710,-6874,-1450,-10875,8927,-19382
60130,262,-8979,-1125,-6527,9763,-11818
60140,-3807,-11361,-2763,3560,-1373,1497
60150,9047,-10381,-2956,9530,-9312,22946
60160,21819,-8325,-4652,11091,-6061,29778
60170,29175,-1648,-4293,10301,-3855,21440
60180,19918,5331,-1205,6510,-3911,12500
60190,14890,12174,118,6040,-2358,8440
60200,32750,15254,-2844,4136,701,4948
60210,32750,7271,-5710,3237,-2469,-6954
60220,32750,1496,-12399,-9144,-5322,-8760
60230,30000,-7349,-658,-26273,5949,-14762
60240,16909,-8691,1869,-17616,7720,-19279
60250,15109,-11583,-2186,-10352,5612,-23160
60260,5940,-9553,-1333,-9314,13371,-17470
60270,-3258,-10481,-3725,4033,2979,-6492
60280,2550,-8182,-1662,9229,-7510,15123
60290,10282,-10178,-1951,13677,-5960,26742
60300,26710,-5573,-5773,15356,-4441,23546
60310,22338,3585,-3337,9920,-3083,14539
60320,19903,10870,-477,7779,4062,11401
60330,32740,16952,-4546,5961,110,5556
60340,22340,10562,-1496,1678,-190,-5687
60350,31455,8137,-7603,-2365,-4717,-4695
60360,29884,143,-5234,-13599,-3138,-13037
60370,26051,-5863,-929,-19131,4880,-18652
60380,25918,-8041,61,-17459,7377,-23856
60390,21622,-9004,-1061,-10540,16774,-24150
60400,4247,-13015,-7230,1842,2613,-16848
60410,-5290,-8753,-4055,5322,-410,4405
60420,-5080,-7043,-2630,5271,-5481,22655
60430,17274,-10489,-792,9596,-6638,29785
60440,20792,-5322,-3644,12099,-5673,23167
60450,20930,3229,1175,7406,1972,18180
60460,32749,8301,5,9993,1925,18675
60470,31983,10576,-650,8571,-6822,2521
60480,32117,7467,-5058,6537,-4328,794
60490,29742,2689,-5572,-5698,-7171,-4928
60500,27886,-869,-4159,-14522,1069,-11617
60510,26220,-6875,-2348,-17403,4574,-18890
60520,27903,-10970,-2745,-16375,11923,-29044
60530,9932,-13663,-457,-10716,17791,-32189
60540,-8911,-9849,-3028,2978,5594,-20263
60550,-8899,-8262,-5318,7941,-7575,11303
60560,151,-10326,-2637,2710,-4538,26870
60570,18132,-13269,-2961,9621,-6706,28400
60580,26129,-7873,-1934,8005,-4442,23402
60590,24739,2878,-2562,6916,843,18626
60600,32750,5165,2431,-266,2895,14976
60610,32136,7187,2715,1974,-1723,4606
60620,32697,12810,-3332,-757,-4209,-3820
60630,25042,8045,-3441,-6021,-4242,-13662
60640,20263,-954,-1842,-12204,-1382,-21424
60650,20087,-7924,286,-14829,4600,-24610
60660,19522,-6347,975,-13601,12031,-24688
60670,11149,-6923,-2612,-3257,9935,-16309
60680,10817,-7837,-1358,-349,-94,-1758
60690,2499,-4872,-1736,5288,-2067,5237
60700,7315,-4921,-110,5646,-9513,15733
60710,12493,-5783,446,9210,-4710,16855
60720,13037,-2883,-2900,12489,-6259,15831
60730,15175,1779,-1856,11334,-2773,16467
60740,32407,5898,-4019,9516,795,18327
60750,32750,11580,-4762,7504,-3433,6270
60760,32750,12279,-7994,4489,-7325,-4316
60770,27832,7231,-6583,-5918,-8169,-11718
60780,16520,2375,908,-16271,3122,-14670
60790,17381,-706,626,-11058,4388,-18697
60800,16219,-4802,-2750,-11230,11759,-21480
60810,14403,-8546,-4297,-2863,7753,-16712
60820,5878,-12512,-7916,4068,-8095,-9607
60830,702,-7272,-3009,4238,-686,9012
60840,3853,-7651,-1715,3586,-328,25527
60850,23392,-9139,1040,6504,-2862,27095
60860,21881,-1759,-2339,10540,-3227,18620
60870,18659,3803,-488,8367,2349,15563
