t_ms,ax,ay,az,gx,gy,gz
16,9264,3390,419,-544,-608
11000,13313,8628,3913,-42,397,-320
11010,12211,9709,2420,1332,-2934,-842
11020,12870,9458,2121,-282,-4225,35
11030,13683,8860,2283,624,-2147,-216
11040,14336,9206,2380,1410,785,-753
11050,13360,9457,2084,761,-517,-647
11060,13603,10275,2505,-33,-1583,-633
11070,14010,9238,3176,-399,-729,-1232
11080,12950,8865,2880,-290,1686,-704
11090,12941,9206,2766,459,927,164
11100,12821,9453,2658,583,-134,243
11110,12285,10067,1069,808,-5232,314
11120,13644,9595,529,541,-6486,240
11130,13616,9571,368,1001,-3499,-680
11140,13448,9622,604,615,-847,-529
11150,13263,9530,395,231,-3534,-517
11160,13526,9510,619,-714,-5706,-163
11170,14933,9221,218,27,-3305,-648
11180,12979,9622,-1286,662,742,-1476
11190,12109,9892,-834,336,-2924,-468
11200,13809,9781,-744,-605,-3252,-166
11210,13704,9945,-495,-765,136,-341
11220,13123,9745,-675,-1007,-23,-123
11230,12923,9561,-505,-561,-452,-198
11240,12289,9750,-978,338,-2584,-263
11250,14428,9954,-1054,706,-1831,-951
11260,11685,10207,-1942,1253,160,-1130
11270,12682,9940,-1861,208,-3881,35
11280,13699,9650,-1787,-298,-2362,-142
11290,13285,10075,-1591,-52,439,-297
11300,13698,9938,-1203,-688,718,-128
11310,12909,9952,-1319,-1038,1852,-244
11320,12531,9819,-1482,-1007,1145,94
11330,12454,10004,-1398,-665,509,7
11340,12339,10094,-1316,-222,-778,-213
11350,13684,9919,-1244,-290,-1207,277
11360,13057,9980,-1542,-307,515,-141
11370,12918,9566,-1111,-165,120,39
11380,12541,9816,-1379,153,-23,75
11390,13524,10114,-1744,199,-897,182
11400,13723,10098,-1541,257,529,-775
11410,13217,9936,-1745,101,1508,-1245
11420,12625,9788,-959,-38,1951,-786
11430,12586,9902,-942,-208,537,-290
11440,13378,10317,-783,-188,304,-102
11450,12717,10123,-271,-382,1411,-375
11460,12234,10294,-506,-554,166,-266
11470,12253,9937,-404,-350,-250,-22
11480,12711,9792,-926,46,-613,535
11490,12857,10322,-742,251,-1268,536
11500,12536,10031,-626,277,-709,130
11510,12451,10035,-755,193,59,689
11520,13429,9469,-669,397,1798,1228
11530,12874,9681,-319,1058,4504,1425
11540,12356,9631,-840,1253,1214,1961
11550,15057,9639,-1062,597,-1701,1809
11560,14513,9149,-1008,755,534,328
11570,14096,9050,-1230,145,855,298
11580,13778,8992,-968,-55,94,256
11590,13631,9360,-726,-271,194,147
11600,13579,9113,-572,-441,-18,100
11610,13559,9024,-871,-347,-261,142
11620,14413,8855,-332,30,-301,-20
11630,13638,8990,-420,70,433,-92
11640,13516,9180,-370,-165,-360,54
11650,13457,8992,-713,-573,363,544
11660,13574,9089,-345,-975,11,758
11670,14218,8717,-505,-434,87,476
11680,13986,8724,-427,-226,462,352
11690,13719,8793,-427,-1,-440,31
11700,14352,8860,-9,-239,-1044,14
11710,13843,8943,-79,104,-196,-524
11720,13975,8643,-497,111,-750,-210
11730,14547,8500,-456,374,30,-454
11740,13828,8733,-893,755,787,-687
11750,13983,9238,-615,59,-125,-170
11760,14133,9061,-163,-351,345,-383
11770,14160,8949,-875,-222,932,-583
11780,14299,8725,-773,-652,1590,-589
11790,14016,8977,-42,-894,1604,-1501
11800,13812,9384,310,-485,1369,-1329
11810,12801,10005,980,-667,47,-1890
11820,13080,9713,318,-751,-2157,-2514
11830,12659,9226,-52,-1049,-2275,-1383
11840,12503,9539,534,-1130,-40,-156
11850,14081,9911,286,-395,-1763,-597
11860,13619,10193,-12,-592,-678,-605
11870,13367,9904,-533,-1298,989,-516
11880,12670,9561,976,-606,4677,265
11890,11584,9829,1413,-104,3408,-243
11900,13692,10214,361,-406,-992,-51
11910,13481,10194,629,-92,1175,-436
11920,12698,9849,795,-35,497,-879
11930,12594,9905,791,-607,388,-1194
11940,12633,10115,1450,-1087,323,-679
11950,13237,10324,1604,-1298,274,-826
11960,12217,10523,1582,-1658,-107,-763
11970,12137,9952,1437,-1695,-389,-344
11980,12300,10159,1586,-840,-1549,686
11990,13388,9932,1642,322,-1595,331
12000,13012,10394,1537,547,-699,149
12010,13752,10365,1369,-89,-982,-227
12020,13114,9899,1432,-491,246,-348
12030,11788,9768,1753,-331,1073,45
12040,12310,10020,1684,205,-291,331
12050,13571,10235,1100,105,907,836
12060,13922,10172,989,-89,194,961
12070,13330,9810,1369,-37,312,-74
12080,11924,9794,1394,113,244,-299
12090,13510,10028,1320,-143,-1265,-19
12100,13649,9928,1322,-217,-649,-229
12110,12984,10024,1264,-157,504,-256
12120,12429,9794,1649,14,240,-230
12130,12145,9834,1894,182,-146,71
12140,13185,9918,1681,403,-929,461
12150,12764,9765,1706,406,-214,380
12160,12382,9737,1454,387,-1065,343
12170,13591,9490,1108,680,-1077,1289
12180,13252,9488,854,725,-78,952
12190,14301,9628,450,618,-576,1195
12200,14327,9379,771,11,125,482
12210,13362,9537,727,-7,274,-87
12220,13536,9037,793,-62,-41,76
12230,13592,9206,640,242,483,333
12240,14731,9447,132,492,-326,724
12250,14034,9455,853,645,1137,27
12260,12699,8942,1567,90,1600,-642
12270,14070,9099,1509,-262,53,189
12280,14285,9073,926,-394,1175,99
12290,14263,9312,909,-105,1829,-144
12300,13206,9483,1352,-565,1581,-827
12310,13696,9222,1805,-816,378,-1619
12320,13000,9321,1745,-363,1209,-1290
12330,13393,9548,1696,52,698,-1297
12340,12342,9696,1579,124,555,-1006
12350,13236,10015,1865,-90,-1059,-723
12360,12918,9854,2463,-637,313,-945
12370,12878,9695,2263,-821,299,-800
12380,12817,9703,2242,-571,607,-526
12390,12847,9856,2327,-292,305,-475
12400,13697,10112,2490,-351,570,-555
12410,12368,9998,2626,-632,1335,-692
12420,12130,9930,2877,-561,390,-627
12430,11831,9920,2670,-347,197,-184
12440,12701,10105,3117,349,-575,118
12450,13010,10151,2587,295,-707,-108
12460,12842,10211,2476,62,-214,-95
12470,12924,9918,2384,-12,-136,25
12480,12311,9759,2472,232,162,308
12490,12060,10005,2726,231,-732,336
12500,11926,10225,2869,34,-2015,76
12510,12654,9667,2637,-92,-2537,83
12520,13227,9781,2228,467,-1395,521
12530,13952,9597,1324,1057,-503,1532
12540,12912,9770,1350,1183,-400,718
12550,13739,9664,1367,765,-1670,474
12560,13819,9561,1706,606,-1553,407
12570,13482,9438,865,713,207,971
12580,13477,9382,845,765,118,1111
12590,13528,9183,1016,989,9,802
12600,13944,9469,1031,772,-442,714
12610,14212,9246,847,195,72,263
12620,13505,9204,803,74,137,-42
12630,13471,8991,850,119,-109,78
12640,13627,9027,791,341,-85,161
12650,13945,9312,953,288,-343,159
12660,14263,9065,908,-95,-133,-182
12670,13568,9166,959,-118,104,-384
12680,13241,8938,917,-106,193,-138
12690,13521,9000,904,11,-120,63
12700,13476,9229,1093,3,-497,-74
12710,14267,9118,978,-210,-650,-140
12720,13830,9238,959,-175,180,-255
12730,13454,8918,887,-293,121,-231
12740,13510,8935,835,0,-125,-1
12750,13850,9051,828,130,-207,96
12760,14132,9406,886,-69,-70,14
12770,13819,9015,1109,-299,106,-327
12780,13748,9023,957,-142,-15,-289
12790,13329,8703,1203,-8,132,-186
12800,13504,8999,1064,121,-316,135
12810,13749,9505,894,63,-222,123
12820,13602,9288,870,-222,-278,-194
12830,13508,9148,917,-145,-328,-250
12840,13090,8762,1134,133,-349,-14
12850,13599,8738,1306,829,10,810
12860,13896,8897,1137,1052,-56,1294
12870,14927,8721,673,475,268,1085
12880,14218,8775,505,224,1454,389
12890,14003,8587,589,302,821,389
12900,13715,8462,742,416,81,168
12910,14103,8667,950,431,400,584
12920,14107,8659,1457,222,1215,573
12930,13973,8511,1260,578,1504,629
12940,14180,8292,837,904,1549,1031
12950,14534,8344,1082,560,2119,821
12960,14632,8074,1619,-218,1626,437
12970,14772,8202,1842,-550,655,-170
12980,14121,8124,2026,-487,95,-420
12990,14115,8032,1774,-308,178,-217
13000,14008,8091,1538,-132,299,-57
13010,14024,8154,1784,-50,51,66
13020,14547,8386,1927,104,-493,-182
13030,14473,8184,1932,-185,-62,-330
13040,14267,8084,1812,-200,147,-318
13050,13653,8013,1772,-8,176,-125
13060,14218,8213,1884,31,-182,73
13070,14791,8379,2033,-66,-261,-76
13080,14284,8035,2093,-150,391,-243
13090,14041,8255,1782,-181,367,-356
13100,13982,7988,1852,-100,133,-116
13110,14037,8109,1936,128,190,35
13120,14283,8409,2175,92,-224,-46
13130,14310,8047,2219,-62,64,-201
13140,14151,8213,1868,44,20,-187
13150,13893,8059,2001,56,126,-181
13160,13844,7971,2002,243,-156,248
13170,14367,8332,2110,209,-549,66
13180,13695,8214,2471,122,-174,-121
13190,13420,7978,2400,-172,1062,106
13200,14783,7874,1676,55,1109,2115
13210,14802,7477,1919,-329,1053,1961
13220,15670,7626,1952,216,785,740
13230,15588,7777,2264,-26,1039,123
13240,14238,7755,2380,13,441,-699
13250,14048,7439,2434,-144,216,-261
13260,13726,7260,2675,-10,529,243
13270,14366,7494,2852,156,731,922
