t_ms,ax,ay,az,gx,gy,gz
211
17660,9617,5423,12857,-1084,1190,-291
17670,8609,5383,12750,-1224,1009,-407
17680,8343,4964,13340,-1162,-818,798
17690,9197,5087,12792,-39,-2064,1515
17700,8855,5063,11959,-455,-470,2971
17710,9891,4636,12526,-1293,428,4010
17720,9927,3928,12775,-1153,1966,4155
17730,9180,3515,13632,-129,4328,5687
17740,9013,2739,14153,102,5402,5639
17750,8024,2573,14650,1046,4013,5523
17760,7490,2730,14139,1834,4463,6040
17770,8103,2083,14116,1061,3499,6063
17780,8178,2085,14380,797,1748,5952
17790,9611,2012,13673,1203,458,4917
17800,10797,2037,12953,452,1053,4282
17810,12390,1896,12320,-405,1162,1703
17820,10514,1487,13365,-2018,6610,-802
17830,5359,1329,15239,-2048,5664,-1547
17840,5025,709,16088,-792,-1258,-491
17850,8338,1083,14543,-244,-2611,-356
17860,8465,1319,14491,-207,1123,-216
17870,7371,1165,15330,590,2635,-19
17880,6161,1292,15366,206,2312,-126
17890,5274,949,14904,446,519,-190
17900,6877,1273,15124,233,-643,-208
17910,6975,1399,14685,302,-50,-340
17920,6753,1358,15147,73,336,-244
17930,6400,1630,14695,44,230,-264
17940,6832,1344,15004,55,-16,-108
17950,6677,1349,15056,39,225,-118
17960,6620,1349,15099,30,17,-169
17970,6687,1277,15457,-18,-60,-305
17980,6543,1479,15312,-13,-171,-526
17990,6471,2009,14490,2,-388,-505
18000,6964,1644,15288,61,-1049,-163
18010,7051,1489,14801,11,-769,-76
18020,7003,1471,14934,10,-327,-55
18030,6982,1339,14997,-74,-19,-144
18040,6857,1496,14996,-73,-271,-192
18050,7107,1522,14888,-48,-218,-158
18060,6962,1532,14951,-13,-37,-92
18070,6970,1469,14981,-6,-97,-53
18080,6931,1435,14983,-15,-207,-47
18090,7080,1428,14952,-20,-189,-59
18100,6921,1445,14948,-27,-126,-122
18110,7030,1454,14926,-31,-262,-135
18120,7043,1467,14924,-35,-159,-156
18130,7139,1453,14937,-13,-84,-136
18140,7047,1455,14886,-32,-15,-146
18150,7059,1452,14977,-18,-72,-143
18160,7058,1468,14887,-30,-97,-150
18170,7096,1451,14929,-20,-160,-146
18180,7069,1445,14962,-19,-197,-145
18190,7202,1445,14863,-15,-235,-120
18200,7162,1461,14897,-13,-14,-132
18210,7115,1437,14915,-13,43,-130
18220,7060,1493,14909,-10,-81,-127
18230,7042,1448,14877,2,-77,-123
18240,7174,1438,14890,-3,-77,-134
18250,7045,1444,14907,-15,14,-141
18260,7110,1464,14916,-7,-173,-136
18270,7176,1475,14854,-22,9,-144
18280,7072,1466,14917,-19,41,-138
18290,7105,1532,14869,-22,-6,-131
18300,7097,1440,14884,-21,-9,-124
18310,7129,1473,14907,-8,-5,-132
18320,7075,1449,14916,-3,-43,-126
18330,7141,1461,14894,-11,-12,-127
18340,7096,1455,14939,-24,72,-148
18350,7082,1470,14877,-31,48,-149
18360,7041,1454,14961,-34,60,-158
18370,6915,1486,14945,-80,-242,-141
18380,6965,1385,15093,-235,-962,-377
18390,6560,500,16491,-628,-3015,-1170
18400,5833,952,15729,-1253,-8843,-2786
18410,10648,3762,12968,2947,-17507,-3723
18420,11086,1697,12263,3896,-14673,-1357
18430,11906,2602,8484,4298,-14708,-1074
18440,14086,3412,7974,1892,-1852,140
18450,14512,3213,8828,170,5415,65
18460,13647,3210,9890,-1326,12183,156
18470,12636,3355,9692,-3615,20582,-121
18480,10027,1510,14274,-5989,26573,-691
18490,-1222,1225,16034,130,7198,-2407
18500,2402,2074,15910,224,-5371,849
18510,8363,1843,14774,264,-8058,222
