t_ms,ax,ay,az,gx,gy,gz
bjbbjj
18120,15332,-5074,4164,-237,217,-131
18130,15471,-5126,4284,109,-756,-215
18140,15487,-5074,4179,502,-1722,-376
18150,15617,-4900,3627,828,-2262,-490
18160,15777,-4933,3344,721,-1882,-309
18170,15679,-4967,3385,810,-128,7
18180,15638,-4969,3550,876,-562,-36
18190,15682,-4952,3567,1294,-363,22
18200,15649,-4854,3348,1436,-522,72
18210,15787,-4912,3379,1522,-387,96
18220,15647,-4881,3393,1665,-557,81
18230,15695,-4843,3526,1832,-579,153
18240,15778,-4729,3312,2076,-642,193
18250,15753,-4625,3215,2131,-408,248
18260,15826,-4427,3090,2060,-708,237
18270,15945,-4442,3085,1995,-648,280
18280,15875,-4271,2917,1838,-387,319
18290,16060,-4277,2901,1579,-772,180
18300,15942,-4249,2870,1336,-569,86
18310,16032,-4245,2957,1153,-750,37
18320,15922,-4286,2982,1089,-428,-9
18330,15944,-4292,2940,955,-416,37
18340,16094,-4269,2910,824,-314,-41
18350,15984,-4281,2980,736,-163,-63
18360,15857,-4219,2865,563,-204,-66
18370,16018,-4217,2896,339,-341,-71
18380,15993,-4219,2841,118,-192,-120
18390,15926,-4297,2965,-9,-97,-142
18400,15920,-4387,2925,-94,39,-124
18410,16013,-4384,2963,-247,-104,-166
18420,15918,-4293,2889,-247,240,-145
18430,16022,-4411,3040,-474,298,-120
18440,15897,-4277,2791,-551,282,-183
18450,15774,-4418,2953,-1037,464,-85
18460,16084,-4502,3419,-860,605,-118
18470,15715,-4482,3182,-730,-19,-366
18480,15859,-4427,2934,-843,568,-122
18490,16212,-4427,3381,-1079,514,-226
18500,15713,-4523,3237,-1100,1000,-466
18510,15672,-4519,3605,-1169,412,-224
18520,15648,-4508,3366,-952,1025,-66
18530,15676,-4614,3365,-1249,259,-129
18540,16066,-4680,3448,-983,4669,226
18550,15073,-4665,4069,-1568,1740,-159
18560,15201,-4954,4582,-992,129,-438
18570,15588,-4761,3938,-911,-19,-253
18580,15717,-4732,3924,-1074,-197,-279
18590,15360,-4857,4018,-1169,349,-309
18600,15669,-4986,4283,-1044,-83,-270
18610,15449,-4892,4033,-818,462,-300
18620,15496,-4875,4127,-755,43,-284
18630,15403,-4981,4016,-766,225,-210
18640,15837,-5023,4338,-676,20,-225
18650,15248,-4860,3956,-534,321,-271
18660,15562,-4978,4188,-555,-206,-200
18670,15459,-4988,4069,-434,-328,-258
18680,15770,-4983,4134,-392,-453,-204
18690,15388,-4895,3967,-221,107,-170
18700,15585,-5004,4071,-182,-246,-174
18710,15482,-4945,3997,-110,-165,-130
18720,15646,-4955,3982,28,-314,-139
18730,15536,-4899,3894,74,-230,-129
18740,15785,-4927,3929,112,67,-129
18750,15351,-4894,3955,144,94,-133
18760,15640,-4968,3988,236,-396,-76
18770,15498,-4893,3866,307,-174,-67
18780,15624,-4961,3940,374,-314,-49
18790,15496,-4877,3889,452,-68,-40
18800,15702,-4946,3906,526,-343,-46
18810,15502,-4929,3876,541,-138,-51
18820,15652,-4876,3933,673,-297,-27
18830,15544,-4869,3853,604,-356,-26
18840,15749,-4759,3772,701,-286,-15
18850,15521,-4707,3730,612,-273,-8
18860,15793,-4728,3773,569,-500,22
18870,15637,-4605,3636,502,-50,-6
18880,15715,-4640,3736,414,-348,7
