t_ms,ax,ay,az,gx,gy,gz
10390,-172,79,-2
23750,11566,-5849,10537,-111,-249,158
23760,12344,-5329,10576,2,-490,78
23770,11971,-5603,10230,-141,33,-198
23780,12040,-5607,10324,-174,144,-6
23790,11608,-6066,10361,-113,94,-16
23800,11684,-5781,10457,61,-335,-50
23810,12357,-5453,10578,93,-403,-62
23820,11970,-5607,10139,-45,18,-228
23830,11765,-5678,10350,-12,301,-32
23840,11621,-6040,10467,-60,-121,-60
23850,11712,-5659,10306,106,-489,-100
23860,12598,-5480,10485,10,-234,-31
23870,11871,-5626,10026,-129,77,-201
23880,11775,-5739,10413,-80,297,-42
23890,11523,-6134,10450,-142,-120,-51
23900,11844,-5558,10365,101,-554,-123
23910,12483,-5627,10392,-60,124,-74
23920,11800,-5673,10061,-90,26,-147
23930,11815,-5818,10403,-75,150,-45
23940,11295,-6103,10375,-58,-133,-44
23950,12319,-5503,10449,45,-899,-120
23960,12347,-5665,10157,-161,-90,-218
23970,11435,-5847,10393,-487,-615,-263
23980,11902,-5754,10169,-571,-1167,-183
23990,11616,-5983,10217,-1002,-1869,-355
24000,12257,-6061,10052,-658,-2084,-235
24010,12487,-6033,9424,-490,270,643
24020,12257,-5886,9436,-232,8,644
24030,12594,-6404,9489,-319,-296,544
24040,11897,-6441,9927,-202,-379,528
24050,12047,-6301,9833,-348,240,1196
24060,11460,-6467,9624,-680,-144,1294
24070,11812,-6560,9511,-659,-471,2136
24080,12963,-7118,8973,-1144,-209,1818
24090,12513,-7216,9245,-1157,-154,1165
24100,12817,-7247,9197,-628,1050,616
24110,12121,-7114,8945,-686,-54,3
24120,12441,-7472,8811,-1019,-70,-299
24130,11950,-7539,9171,270,1526,-634
24140,11853,-7372,9323,-200,1200,-201
24150,11281,-7770,10086,242,272,-653
24160,11414,-7012,9237,303,-786,-275
24170,11789,-7683,9290,377,-1074,-509
24180,11505,-7319,9807,607,-642,-41
24190,11893,-7401,9674,19,-370,-70
24200,12078,-7009,9387,670,-421,-134
24210,11679,-6988,9346,238,-522,-55
24220,11764,-7550,9443,-371,-391,-290
24230,11647,-7393,9590,-142,-248,73
24240,12343,-7109,9245,88,-90,256
24250,11244,-7461,9318,-120,228,352
24260,11792,-7331,9267,-563,-102,1146
24270,11496,-7835,9171,-736,155,961
24280,11814,-7580,9133,-598,-56,997
24290,11979,-7744,9218,-696,128,1341
24300,12090,-7666,9175,-912,155,1104
24310,11926,-8045,9151,-721,-77,280
24320,11874,-8325,9026,-240,68,-250
24330,11043,-8356,9363,-293,72,182
24340,11768,-8136,9357,-225,195,311
24350,11452,-7989,8933,-106,-25,-274
24360,11961,-8099,8894,-593,25,-112
24370,11713,-8284,8808,-308,878,-638
24380,11530,-8174,9160,-597,418,-594
24390,11609,-8345,9373,-51,974,-358
24400,10613,-8314,9515,0,1278,-443
24410,10623,-8449,9729,-306,-40,-239
24420,10887,-8197,9574,-186,255,48
24430,11494,-8236,9500,-88,-606,-61
24440,11786,-8191,9201,-109,80,-107
24450,11366,-8116,8978,-124,329,-89
24460,11136,-8616,9246,-143,613,-19
24470,10731,-8389,9728,90,393,59
24480,11296,-8235,9758,146,-226,-25
24490,11392,-8171,9223,41,-49,-246
24500,10985,-8326,9298,-47,54,-125
24510,10902,-8540,9507,-85,66,-60
24520,11333,-8138,9518,71,-115,51
24530,11727,-8228,9508,85,22,-41
24540,10896,-8373,9274,1,178,-250
24550,11161,-8198,9394,-98,-170,-72
24560,10957,-8523,9528,-153,299,-123
24570,11028,-8191,9656,100,-109,-63
24580,11496,-8255,9509,66,-78,-159
24590,11151,-8183,9195,-52,-17,-247
24600,11082,-8372,9552,-159,31,-74
24610,10591,-8544,9646,-58,211,-83
24620,11126,-8203,9725,38,-617,-26
24630,11651,-8330,9528,40,-326,-131
24640,11202,-8253,8990,-82,-167,-225
24650,11066,-8404,9480,-24,21,-76
24660,10679,-8523,9620,-69,53,-39
24670,11379,-8159,9579,74,-567,-96
24680,11642,-8359,9305,74,-89,-158
24690,11119,-8198,8953,-76,-85,-237
24700,11125,-8431,9535,-111,-5,-35
24710,10710,-8513,9642,-7,265,-53
24720,11310,-8190,9602,33,-530,-88
24730,11591,-8401,9485,105,-158,-192
24740,11231,-8178,9076,-100,-175,-164
24750,11139,-8521,9425,-133,228,-67
24760,10791,-8434,9626,2,-38,-5
24770,11375,-8266,9630,62,-508,-93
24780,11491,-8307,9159,137,-196,-194
24790,11333,-8200,9100,-148,-173,-151
24800,10737,-8608,9477,-121,239,-5
24810,10848,-8452,9652,-24,-250,-25
24820,11601,-8273,9532,60,-442,-63
24830,11463,-8342,8994,75,-97,-257
24840,11242,-8242,9112,-87,-22,-105
24850,11191,-8557,9449,-148,361,-88
24860,10751,-8462,9497,96,199,-71
24870,11409,-8294,9524,102,-348,-138
24880,11432,-8227,9052,48,-65,-298
24890,11262,-8279,9251,-96,266,-121
24900,10752,-8684,9496,-126,438,-79
24910,10980,-8272,9578,117,-186,-89
24920,11680,-8340,9477,56,-136,-112
24930,11297,-8233,8999,-33,105,-268
24940,11094,-8326,9471,-61,253,-95
24950,10847,-8584,9618,-33,580,-22
24960,10930,-8277,9735,116,-208,-107
24970,11431,-8387,9372,28,-81,-211
24980,11350,-8119,9002,-54,29,-240
24990,11107,-8457,9543,-219,519,-126
25000,10366,-8561,9708,-59,515,-1
25010,11275,-8278,9765,73,-370,-213
25020,11193,-8244,9534,12,95,-150
25030,11019,-8303,9344,-86,271,-98
25040,10532,-8684,9556,-115,355,-15
25050,10958,-8364,9723,-26,-462,-60
25060,11300,-8460,9666,-16,57,-76
25070,10704,-8424,9468,92,-12,-144
25080,11082,-8313,9693,14,-150,-26
25090,10849,-8542,9731,23,172,-29
25100,10814,-8331,9433,121,-163,-117
25110,11634,-8241,9542,157,-143,-163
25120,11286,-8373,9375,116,585,-243
25130,11011,-8286,9569,254,698,63
25140,10554,-8540,9690,468,949,16
25150,10480,-8369,10001,600,592,222
25160,10944,-8166,10101,600,471,68
25170,10454,-8282,9962,295,298,-321
25180,10843,-8213,10189,375,23,-220
25190,10522,-8226,10041,523,376,-342
25200,10193,-8224,10121,436,169,-63
25210,10669,-8037,10205,228,-201,85
25220,10661,-8187,9953,-86,-377,-104
25230,10676,-7995,10083,-67,-403,34
25240,10694,-8301,10140,103,269,79
25250,10378,-8089,10177,322,-207,85
25260,11118,-8075,10305,175,-540,-39
25270,10718,-8092,9833,-139,-137,-119
25280,10597,-8197,10075,18,-72,93
25290,10423,-8336,10071,33,77,126
25300,10708,-8083,10196,104,-594,41
25310,11143,-8107,9950,109,-155,-73
25320,10773,-8064,9897,-209,-89,-114
25330,10565,-8251,10148,-34,226,33
25340,10183,-8405,10191,22,227,98
25350,10826,-8032,10226,176,-430,-113
25360,10949,-8312,10070,85,-54,-247
25370,10620,-8127,9904,-61,-102,-179
25380,10560,-8327,10217,-74,254,-14
25390,10176,-8355,10040,133,54,-174
25400,11068,-8083,10251,123,-535,-215
25410,10846,-8183,9786,152,75,-307
25420,10785,-8036,10023,-27,20,-140
25430,10387,-8324,10146,-43,601,64
25440,10265,-8253,10247,44,-7,-18
25450,10934,-8180,10309,27,-359,-141
25460,10785,-8106,9823,-35,5,-216
25470,10602,-8207,10209,-2,203,-122
25480,10203,-8333,10183,-95,386,63
25490,10365,-8155,10276,52,-269,-37
25500,11079,-8143,10261,9,-240,-30
25510,10745,-8157,9803,-92,75,-165
25520,10417,-8264,10173,-30,174,-39
25530,10214,-8350,10236,-167,99,143
25540,10462,-8124,10303,129,-296,-63
25550,10997,-8192,10312,26,-245,-65
25560,10603,-8199,9834,-49,30,-191
25570,10511,-8298,10163,40,155,-73
25580,10277,-8414,10271,-88,251,2
25590,10246,-8160,10216,133,-294,-128
25600,11139,-8171,10419,83,-267,-157
25610,10479,-8126,9848,-41,83,-272
25620,10550,-8172,10236,85,169,-227
25630,10170,-8373,10367,21,242,-183
25640,10500,-7965,10208,110,-395,-150
25650,11019,-8273,10252,129,120,-263
25660,10577,-8072,10045,82,134,-459
25670,10653,-8158,10537,263,308,-407
25680,10161,-8120,10289,763,-2,-893
25690,10576,-7757,10344,117,-198,-202
25700,11158,-7911,10348,308,133,-610
25710,10897,-7804,10276,483,-652,-1192
25720,10892,-7929,10247,756,-9,-1172
25730,10746,-7481,10495,1031,-34,-1125
25740,10970,-7446,10734,1129,-628,-1406
25750,10854,-6946,10173,1069,-784,-1607
25760,10797,-6998,10393,277,28,-475
25770,10421,-7179,10692,105,-9,90
25780,11130,-6899,10703,115,-457,-102
25790,11778,-6852,10347,-7,-321,-273
25800,11433,-6879,10168,-14,-72,-552
25810,11165,-6947,10598,348,47,-688
25820,11020,-6889,10646,621,49,-967
25830,11292,-6478,10673,288,-170,-527
25840,11303,-6734,10363,149,-118,-686
25850,11410,-6618,10341,49,-464,-642
25860,11241,-6685,10598,9,393,-221
25870,11065,-6648,10769,295,81,-646
25880,11732,-6364,10628,125,-313,-699
25890,11552,-6411,10254,74,-190,-1259
25900,11848,-6279,10764,338,-597,-1342
25910,11344,-6196,10561,296,345,-724
25920,11381,-6149,10769,525,-190,-1164
25930,11758,-6018,10716,201,-333,-639
25940,11734,-5666,10036,-29,-620,-880
25950,11528,-5866,10270,-117,56,-106
25960,11347,-6147,10655,84,-220,-140
25970,11658,-5707,11131,1298,-962,465
25980,12850,-5758,11524,653,-2193,-18
25990,12184,-5660,10523,-363,-641,109
26000,12053,-6019,10457,101,80,-835
26010,11389,-5769,10628,-53,867,-1131
26020,12375,-5645,10671,1589,-2181,-268
26030,12887,-5053,10240,1108,-1616,-1200
26040,12410,-4808,9406,974,-697,-1550
26050,11575,-5123,9540,-1139,1283,-634
26060,11535,-5324,10745,-378,1827,-16
26070,12259,-5370,10731,406,-1259,53
26080,12682,-4921,10061,95,-698,-353
26090,12285,-5210,9921,-2,64,-199
26100,12181,-5341,10363,296,261,-207
26110,12150,-5020,10532,326,73,-69
26120,12123,-5125,10121,71,-456,-187
26130,12741,-4942,10074,-112,-677,-246
26140,12254,-5108,10154,-58,553,-205
26150,11750,-5291,10134,137,19,-95
26160,12726,-5007,10627,252,-148,-322
26170,12175,-4894,9948,-154,-238,-538
26180,12508,-4989,10054,-129,253,-159
26190,12018,-5310,10378,-150,369,-173
26200,11906,-4941,10631,109,101,52
26210,12356,-4988,10454,116,-210,-5
26220,12482,-4976,10040,-266,-415,-189
26230,12406,-5134,10223,-161,115,-112
26240,11750,-5265,10489,-48,307,-175
26250,12190,-4957,10634,65,-210,-21
