t_ms,ax,ay,az,gx,gy,gz
,14586,-4,-127,-109
21000,7898,2329,14946,-3,-82,-132
21010,7392,2293,14337,-41,17,-161
21020,7345,2291,14504,-3,-36,-155
21030,7681,2259,14767,5,-163,-112
21040,7500,2276,14425,-19,-118,-116
21050,7452,2273,14533,-6,23,-139
21060,7548,2261,14727,-5,-109,-132
21070,7657,2282,14572,-28,-71,-120
21080,7401,2301,14448,-6,-37,-132
21090,7570,2266,14694,-12,-25,-127
21100,7458,2284,14507,-10,-55,-109
21110,7500,2282,14528,-6,56,-132
21120,7530,2246,14718,-7,-21,-126
21130,7557,2259,14621,-21,-39,-111
21140,7457,2301,14504,-17,-32,-143
21150,7522,2278,14634,-7,-75,-139
21160,7571,2299,14598,-13,-35,-129
21170,7449,2279,14556,-18,-30,-126
21180,7510,2285,14562,-14,4,-141
21190,7467,2252,14659,-13,-23,-143
21200,7516,2272,14537,-8,-139,-129
21210,7471,2244,14548,-35,43,-151
21220,7451,2321,14592,-16,-90,-151
21230,7547,2284,14616,-17,1,-134
21240,7392,2301,14623,-5,-66,-132
21250,7517,2285,14542,-1,-142,-125
21260,7516,2264,14595,-16,38,-140
21270,7462,2277,14608,-19,-74,-135
21280,7516,2288,14576,-9,-57,-131
21290,7449,2275,14605,-21,49,-136
21300,7487,2270,14643,-3,-86,-117
21310,7502,2279,14541,-5,-60,-125
21320,7488,2300,14573,-1,-35,-123
21330,7479,2277,14633,-6,11,-126
21340,7451,2282,14605,-6,-80,-117
21350,7504,2261,14574,-20,-23,-134
21360,7472,2288,14626,-22,45,-143
21370,7463,2290,14620,-13,-51,-137
21380,7465,2289,14572,-7,-63,-134
21390,7448,2296,14614,-10,6,-136
21400,7420,2251,14656,-18,-36,-127
21410,7474,2278,14580,-12,-92,-132
21420,7442,2309,14580,-17,-13,-138
21430,7463,2282,14622,-14,-16,-134
21440,7485,2283,14619,-4,-58,-133
21450,7455,2276,14602,-17,-1,-131
21460,7470,2274,14636,-14,-17,-136
21470,7472,2277,14621,-5,2,-132
21480,7430,2279,14604,-8,-55,-121
