t_ms,ax,ay,az,gx,gy,gz
98,12628,288,360,496
27370,6905,8115,12636,376,391,556
27380,6863,8075,12592,438,501,605
27390,6837,8128,12513,454,471,721
27400,6815,8132,12519,365,465,783
27410,6904,8125,12585,370,439,833
27420,6915,8153,12647,431,499,830
27430,6931,8130,12599,508,584,854
27440,6896,8137,12513,488,577,860
27450,6958,8138,12499,470,512,856
27460,7016,8111,12560,445,600,806
27470,6951,8046,12570,455,511,763
27480,7021,8131,12492,471,466,649
27490,7049,8102,12566,400,345,549
27500,6901,8055,12555,414,365,478
27510,7087,8095,12501,412,161,449
27520,6890,8058,12683,405,411,444
27530,6917,8227,12613,359,245,405
27540,6891,8272,12527,391,291,399
27550,6912,8344,12390,345,270,271
27560,6985,8298,12345,238,159,179
27570,7023,8120,12558,174,83,170
27580,6951,8139,12500,175,268,155
27590,7028,8211,12412,152,66,103
27600,6983,8175,12398,129,79,33
27610,6999,8278,12447,61,-53,-52
27620,7017,8181,12484,-37,-60,-163
27630,7006,8129,12454,15,-55,-205
27640,6966,8272,12457,45,-153,-257
27650,6954,8271,12457,-14,-211,-333
27660,6916,8295,12409,-72,-226,-385
27670,7037,8294,12355,-138,-349,-477
27680,7039,8206,12402,-179,-309,-537
27690,7109,8283,12356,-240,-330,-595
27700,6916,8263,12408,-290,-352,-662
27710,6942,8269,12374,-315,-509,-719
27720,6936,8273,12292,-408,-548,-754
27730,7081,8274,12496,-417,-612,-791
27740,7070,8270,12383,-464,-496,-824
27750,6832,8284,12324,-501,-455,-883
27760,7019,8255,12453,-543,-711,-898
27770,7147,8187,12536,-538,-619,-948
27780,6874,8176,12424,-510,-546,-967
27790,7038,8205,12408,-572,-775,-993
27800,6986,8173,12510,-581,-719,-1006
27810,6988,8218,12448,-582,-699,-1017
27820,6943,8184,12452,-540,-745,-1034
27830,6972,8169,12479,-506,-684,-1028
27840,7046,8183,12446,-518,-758,-985
27850,6947,8187,12493,-506,-598,-946
27860,6959,8205,12504,-429,-672,-904
27870,6932,8169,12414,-372,-634,-845
27880,7134,8178,12397,-367,-657,-804
27890,7089,8112,12516,-330,-630,-725
27900,7092,8092,12519,-275,-391,-568
27910,6863,8200,12462,-166,-410,-485
27920,7146,8290,12373,-158,-366,-418
27930,7083,8099,12446,-160,-187,-334
27940,7002,8126,12431,-41,-81,-201
27950,7027,8215,12425,-10,-103,-97
27960,7100,8211,12433,43,74,-32
27970,7061,8235,12399,60,-99,-20
27980,7154,8101,12438,9,-131,8
27990,7094,8099,12485,67,-22,69
28000,7321,8163,12432,89,-67,148
28010,7062,8186,12375,112,196,135
28020,7158,8247,12397,196,63,160
28030,7160,8221,12399,160,236,171
28040,7089,8158,12393,197,225,198
28050,7182,8160,12393,231,207,248
28060,7051,8140,12389,297,259,283
28070,7204,8195,12402,300,77,313
28080,7137,8248,12380,254,322,312
28090,7115,8185,12429,248,226,334
28100,7198,8090,12446,326,248,379
28110,7289,8345,12284,109,272,305
28120,7099,8291,12418,-111,444,303
28130,6483,7997,12242,-154,-286,206
28140,8318,8261,12374,-432,-2565,627
28150,7484,7864,12673,-1093,-788,495
28160,6608,7543,12490,-850,-5022,704
28170,8515,6668,13218,-1109,-6208,856
28180,10654,6404,16515,-740,-12046,-547
28190,12278,6273,15294,3614,-7846,-860
28200,13350,7143,13587,8694,-4349,-1774
28210,13112,8447,10350,11360,-5861,-4381
28220,11577,9715,5811,14960,-11809,-11153
28230,8210,13059,512,12822,-23383,-15083
28240,7138,11535,618,4237,-22354,-12032
28250,3612,11432,-997,2015,-19186,-8244
28260,5923,12628,-2642,-1835,-12466,-6455
28270,5537,16535,-2658,-4089,100,-3064
28280,4396,15515,-3885,-8898,6515,-4323
28290,2614,13065,476,-7120,3432,-674
28300,3306,13525,2544,-6644,4747,2589
28310,4051,14591,4053,-2442,5229,4674
28320,4646,15266,4772,-980,6033,4978
28330,5814,15265,3959,76,3989,2492
28340,3575,13574,4015,1618,-2928,315
28350,5837,13656,4001,2359,-124,4311
28360,7366,13328,4024,1463,6354,7753
28370,8963,12650,3511,4424,12941,11850
28380,9494,12839,2828,3014,5633,10154
28390,10657,12553,2363,737,-1956,5821
28400,12493,12226,3103,-1511,-5430,3067
28410,11983,11359,3352,-440,-1844,3178
28420,11840,11311,2688,730,1265,3862
28430,17136,12218,4583,-901,-2779,-471
28440,12859,10161,3295,295,-2818,-1575
28450,11673,11108,3134,-285,3049,719
28460,12307,10516,3612,432,4916,1205
28470,12107,10392,3669,1113,2214,1357
28480,12265,10839,3598,479,1573,1378
28490,12342,10973,3626,-192,1969,853
28500,11619,10616,3968,143,1593,807
28510,11942,10553,4190,917,2186,746
28520,11589,10586,4137,1697,2124,713
28530,12168,10436,4053,2155,1984,676
28540,12343,10293,4337,1416,3271,1204
28550,12223,10428,4602,1758,4768,1405
28560,12108,10346,4771,1762,4944,1607
28570,11922,10380,4769,2125,5193,1445
28580,11557,10492,4672,1713,3895,847
28590,11469,10321,5018,618,1499,85
28600,11839,10039,5448,-168,-92,-163
28610,12070,9825,5690,-501,627,-20
28620,12090,10161,5562,-38,1051,543
28630,11740,10140,5582,78,1434,447
28640,11401,10151,5818,277,1347,372
28650,11430,10041,5810,432,992,141
28660,11558,10001,5825,244,151,-29
28670,11711,10004,5838,338,52,61
28680,11765,9986,5912,470,-542,-77
28690,11772,10035,5722,614,-252,-126
28700,11707,10086,5807,577,-793,-178
28710,11595,10008,5681,811,-479,13
28720,11806,10092,5406,1015,-655,125
28730,11869,10119,5191,770,-1329,41
28740,12206,9934,4803,134,-961,-82
28750,11790,10266,4755,367,-2207,-154
28760,12133,10130,4918,230,-1983,-172
28770,11514,10255,4231,439,-4074,-624
28780,12364,10236,4117,430,-4636,-808
28790,11952,10272,3567,81,-5060,-1430
28800,12127,10533,3793,904,-4445,-1611
28810,12153,10501,2650,1016,-1831,-1302
28820,12405,10474,2720,539,-1422,-619
28830,12346,10697,2351,622,-1019,-99
28840,12034,10658,2153,449,-1344,127
28850,11710,10702,1739,248,-4376,-34
28860,12896,10684,1599,732,-5182,-373
28870,13077,10541,1283,615,-1374,-92
28880,12864,10597,1087,566,896,172
28890,12337,10734,925,286,128,158
28900,12640,10684,1061,89,-518,-113
28910,12499,10714,892,16,-510,-137
28920,12347,10673,930,-148,-589,-176
28930,12414,10688,943,-60,-1048,-275
28940,12427,10691,817,52,-991,-279
28950,12483,10717,728,94,-912,-280
28960,12608,10742,682,-14,-830,-242
28970,12541,10588,727,-97,10,-74
28980,12455,10813,568,75,187,-84
