t_ms,ax,ay,az,gx,gy,gz
j
37160,7041,-5329,14320,-105,-314,-126
37170,6456,-5474,14472,-131,361,-209
37180,6443,-5434,14436,-103,-215,-290
37190,6623,-5436,14385,-89,-198,-343
37200,6564,-5423,14391,-89,81,-347
37210,6473,-5461,14430,-81,-44,-377
37220,6556,-5487,14398,-98,-145,-376
37230,5646,-5350,14377,-84,-931,-323
37240,5479,-5550,14763,-535,-5772,16
37250,8770,-5159,14348,517,-8202,-134
37260,8197,-5259,14186,834,-11664,356
37270,9708,-4970,14096,2161,-15123,224
37280,11801,-3482,13023,6223,-19949,-1528
37290,16287,-3764,8680,12971,-19999,-7345
37300,14936,-1930,4372,13316,-14258,-7500
37310,15291,-1393,2109,12600,-12445,-6969
37320,12720,-375,2787,8378,-9258,-5971
37330,14468,-207,4455,3014,-3291,-2724
37340,14387,363,5006,-868,10445,2629
37350,14720,2667,6214,-4620,14271,6711
37360,17907,993,10108,-5416,16989,6877
37370,15383,18,11383,-6522,6824,1988
37380,12248,-1657,9611,-2294,658,2237
37390,14561,-2542,8201,-1582,-788,2142
37400,15457,-2601,9746,-593,1722,574
37410,13337,-1825,9551,432,1310,-330
37420,13217,-1922,9526,143,-1252,-28
37430,14716,-3321,10390,1071,-2824,-558
37440,15661,-2759,11085,2941,-7884,-2383
37450,16798,-1400,8856,4523,-11644,-5386
37460,20040,1074,9121,-1163,-4023,-10791
37470,18547,541,7446,-1071,-572,-7595
37480,17512,468,8499,690,2000,-10306
37490,14401,3007,5852,2206,-3336,-10272
37500,14177,6124,4779,1683,-7955,-9589
37510,13049,7661,3247,-13,-5514,-8303
37520,14213,9017,4185,-3968,-5240,-5769
37530,15768,9140,3100,-4914,5007,-3114
37540,11059,8644,3384,-3169,3657,-8086
37550,13066,8275,4329,-3545,1111,-7074
37560,12273,9303,4459,-2516,4824,-8674
37570,12026,9958,5870,-3182,5349,-8140
37580,9743,10360,8146,-2823,12538,-5778
37590,9941,9171,8690,-1201,11853,-5786
37600,8825,9380,8399,1992,10301,-7795
37610,8993,9390,10248,1077,1933,-8309
37620,8539,9046,11275,1307,8666,-8051
37630,4415,8922,10484,2444,10329,-7268
37640,3040,9063,9616,3042,10260,-5557
37650,1049,10212,9233,3105,4022,-5727
37660,210,11260,9084,529,5087,-3515
37670,-569,10956,10036,507,642,-3224
37680,-103,11712,9808,3329,-6402,-3868
37690,4150,13097,9276,2441,422,-1240
37700,358,13023,7697,2411,4541,-452
37710,1507,12808,8299,-10,1075,1251
37720,333,12438,8041,1556,-622,354
37730,406,11542,8481,2070,-2471,-328
37740,500,12440,8378,120,-1962,1947
37750,2617,13398,8576,415,-299,2655
37760,1957,13702,8539,-839,3219,3173
37770,2201,13250,9879,-733,2668,2329
37780,1685,23066,11872,-219,5421,3457
37790,3809,11310,9832,-515,9641,2427
37800,722,13172,8553,467,1717,1011
37810,882,12220,10791,-2921,436,1120
37820,2179,13411,9505,-728,1,1100
37830,1140,12639,10782,-1457,241,146
37840,1131,12412,10404,1291,-2585,-215
37850,1848,12866,9725,939,-4080,-1002
37860,2784,13312,9153,1358,-2442,-529
37870,3032,13700,8408,202,-201,-174
37880,2224,13410,8430,-962,603,-17
37890,1719,13202,9095,-1781,-704,-203
37900,1450,12669,9708,-2048,-1287,-83
37910,1567,12613,10047,-2072,-2182,-45
37920,2987,12650,10124,-1123,-4288,-46
37930,3579,12503,10336,-501,-1505,344
37940,3201,12637,10043,203,-123,138
37950,3187,12576,9989,28,839,512
37960,2724,12678,9680,-205,-585,-29
37970,2708,12617,9691,-331,-2413,-110
37980,2433,12657,9564,626,-6009,581
37990,3710,12467,9540,371,-6714,921
38000,3973,12289,9417,-177,-5632,1615
38010,4448,12346,9484,168,-5049,2178
38020,5900,12392,9131,579,-4953,2475
38030,6631,12374,8617,-624,-4631,1907
38040,6274,12021,8877,-1100,-5248,2433
38050,9116,11918,9175,-298,-5903,1116
38060,9235,11888,8568,140,-847,323
38070,8778,12022,8371,109,1152,-294
38080,7509,11958,7966,227,2327,-847
38090,6876,12177,8329,119,1801,-955
38100,6959,12035,8655,-109,2005,-812
38110,6527,11904,9068,189,3751,-522
38120,6007,12029,9048,23,3473,-656
38130,5723,12015,9138,84,1684,-712
38140,5954,12070,9341,183,498,-559
38150,5757,12196,9130,227,331,-393
38160,5885,12156,9131,-108,-183,-147
38170,5847,12185,9126,-205,25,-72
