t_ms,ax,ay,az,gx,gy,gz
bjʢbjbbj
32620,13533,-2660,-9344,105,767,-19
32630,12811,-2514,-9874,-71,1499,-92
32640,13516,-2729,-8939,-401,643,92
32650,13658,-2632,-9194,60,1204,-126
32660,13389,-2645,-9269,-335,1283,-25
32670,13153,-2656,-8736,-459,186,102
32680,14301,-2544,-8653,44,-489,157
32690,13590,-2648,-9233,77,-18,-196
32700,13027,-2511,-9350,-113,908,-127
32710,13895,-2667,-8805,-183,1096,8
32720,13955,-2631,-8836,-92,1469,-176
32730,13966,-2690,-8338,-396,1031,-79
32740,13900,-2624,-8397,37,976,-239
32750,13908,-2612,-8421,-1,937,-154
32760,14124,-2549,-8211,-159,843,-117
32770,14000,-2484,-8234,-74,914,-125
32780,14225,-2558,-8020,-17,430,-160
32790,14215,-2551,-8120,16,430,-169
32800,14218,-2566,-7989,-91,290,-155
32810,14235,-2607,-7946,33,-122,-161
32820,14127,-2534,-8125,73,-25,-155
32830,14232,-2565,-7976,-4,-52,-123
32840,14228,-2536,-8043,11,53,-119
32850,14149,-2527,-8033,-19,63,-98
32860,14320,-2547,-7950,12,35,-103
32870,14270,-2541,-7989,5,-148,-168
32880,14087,-2567,-8008,-21,-170,-155
32890,14323,-2597,-8136,42,-98,-91
32900,14351,-2699,-8150,-190,-304,-96
32910,13992,-3342,-11119,-3769,-199,1589
32920,13332,-2134,-10161,-11419,-8033,5892
32930,15275,-2153,-5342,-8285,-7295,-1155
32940,13172,-3153,-7757,3366,1528,-932
32950,12829,-1209,-10309,4295,1939,-1644
32960,12924,-2101,-10438,2964,-1940,-1488
32970,13638,-1774,-11134,633,348,-2189
32980,13386,-1133,-11806,164,-1293,-2366
32990,11713,-1226,-10241,-1497,-2780,-2371
33000,12211,-1422,-9586,-1547,-2245,-2198
33010,9757,-183,-8312,-781,-2681,-1978
33020,8904,-2459,-9070,1845,-5417,779
33030,11779,-1403,-12367,2902,-7421,3589
33040,14310,-1887,-13874,3321,-3218,2030
33050,12439,-666,-12740,1914,7563,-680
33060,9801,-1610,-10502,1653,8276,-522
33070,9462,-3005,-11755,740,-6566,1387
33080,14522,-2924,-11979,1197,-6762,973
33090,13239,-2565,-11740,942,4901,145
33100,10943,-2525,-10851,905,7080,40
33110,11676,-2556,-10594,741,1096,439
33120,12338,-2952,-10600,-595,-1943,573
33130,13487,-2827,-10121,331,-810,80
33140,12552,-2925,-10898,1271,2356,-278
33150,12143,-2963,-10347,168,675,-324
