t_ms,ax,ay,az,gx,gy,gz
26364,-32764,-11349,31911,-29092,-32764
22110,15590,-28483,-13453,12825,-24590,-32764
22120,24963,-27204,-10563,-8809,5440,-32764
22130,18253,-32764,-14730,-7758,30300,-32764
22140,16674,-32764,-12986,-5630,32764,-32764
22150,15069,-32764,-9669,3355,32764,-32764
22160,4319,-32656,-13250,13831,32764,-32764
22170,-31280,-12313,-20739,18150,23880,-32764
22180,-32764,847,-24368,-4541,-1615,-8038
22190,-32764,-1352,-14873,-24310,-2396,25985
22200,294,-27860,-11308,-28542,-32735,32764
22210,25300,-32764,-13992,-32764,-19630,32764
22220,28168,-32764,-9649,-32613,-32764,32764
22230,21313,-32377,-7591,-28085,-855,32764
22240,13547,-27390,-4184,-29295,-22207,32764
22250,21016,-25965,-3951,-16717,-32764,31140
22260,26296,-32570,-5030,-347,-12429,26231
22270,32750,-32764,15958,-20682,337,15864
22280,32750,-32764,27025,11679,-487,-19420
22290,21306,-32764,471,32761,-31154,-32764
22300,10022,-30419,-8952,23872,-13522,-32764
22310,15174,-15522,-8399,4044,-19924,-32764
22320,17296,-26313,-5554,-12876,13916,-32764
22330,20231,-32764,-6226,-8220,30278,-32764
22340,15899,-32764,-5245,3079,26294,-32764
22350,10541,-31518,-7616,16982,13007,-32764
22360,-9536,-19430,-9969,12734,18964,-32764
22370,-32764,-304,-20871,3657,9459,-28899
22380,-32764,-1515,-8522,-12597,-9910,974
22390,-32738,-7302,3051,-14342,-9758,30174
22400,10868,-20880,-1355,-8078,-19770,32764
22410,15967,-24014,-5985,-8943,-18856,32764
22420,9718,-24970,-15740,908,-32520,32764
22430,8803,-30346,-17299,2225,-32764,32764
22440,19825,-32764,-10867,-2880,-12783,32764
22450,23512,-32764,-6011,-17389,19967,32764
22460,32750,-32764,21401,-15944,21557,32354
22470,32750,-32764,4571,6394,-27572,-12428
22480,32750,-32764,6872,4449,-17919,-16118
22490,21745,-32764,-9537,17549,-23120,-32764
22500,15797,-17250,-15097,-1232,-11637,-32764
22510,18324,-25869,-11248,-17408,-1550,-32764
22520,15344,-32707,-15566,-23909,19085,-32764
22530,13695,-32764,-10689,-20837,24051,-32764
22540,6975,-28849,-5063,-12694,22760,-32764
22550,-7992,-17744,-3484,-1785,25322,-32764
22560,-32760,-3517,-5799,639,23431,-32533
22570,-32764,2407,-7230,-5941,4648,-3738
22580,-32764,-3057,-3593,-11152,-5063,24760
22590,-10311,-20285,-9440,-11671,-29902,32764
22600,8576,-32764,-8691,-4214,-29423,32764
22610,12167,-32764,-15078,-8309,-7327,32764
22620,16828,-32764,-15281,-17538,-24653,32764
22630,23018,-32764,-8569,-18674,-4242,32764
22640,19709,-17156,-7650,-14986,16071,32764
22650,28714,-32764,3925,-13648,-19227,21468
22660,32750,-32764,20226,745,-4994,-3002
22670,28249,-32764,18827,6714,-4887,-26585
22680,22078,-32764,-4111,20915,-23584,-32764
22690,19498,-21988,-13264,2814,-20137,-32764
22700,19079,-30787,-8836,-19984,-2368,-32764
22710,12231,-32764,-9412,-11871,28897,-32764
22720,9419,-32764,-13838,-1272,30493,-32764
22730,10352,-30102,-8741,-1487,19798,-32764
22740,4324,-20894,-5644,811,23415,-32764
22750,-25627,-8280,-12938,3972,31401,-32764
22760,-32764,605,-16167,-1975,532,-14957
22770,-32764,-2344,-6253,-7407,-14891,24051
22780,-10369,-23700,-9056,-14223,-22693,32764
22790,18509,-32764,-8475,-6765,-31215,32764
22800,15237,-31954,-12758,-3683,-25698,32764
22810,13137,-32764,-12905,-2393,-31263,32764
22820,11365,-31662,-8001,-5113,-14019,32764
22830,14207,-32764,-10817,-299,-13734,32764
22840,31805,-32764,-15850,-3043,-7506,32764
22850,32750,-32764,-9877,2452,-7236,16273
22860,32750,-32764,-1382,-2959,-16092,-30554
22870,25304,-32764,-11214,8990,-11093,-32764
22880,12545,-22001,-16075,-9922,548,-32764
22890,24159,-32764,-14246,-19547,19194,-32764
22900,18597,-32764,-14785,-16498,9256,-32764
22910,29164,-32764,-21053,-21096,14415,-32764
22920,-1604,-32764,-9520,-20701,29127,-32764
22930,-32764,-20519,-10775,-3471,30110,-32764
22940,-32764,-14178,-1239,-12190,-7633,-6789
