t_ms,ax,ay,az,gx,gy,gz
bjʲbjbj
8660,9936,-32764,-25914,-32764,-26257,27829
8670,25043,-32764,8164,-32764,-8536,16862
8680,17151,-32764,7203,-32764,-11181,3934
8690,-2103,-32764,1984,-32764,-18634,4155
8700,7240,-32764,19011,-32764,-18967,24302
8710,25733,-32764,27197,-32764,-13922,16053
8720,18393,-32764,32764,-9863,9066,2736
8730,16748,-32764,21707,28956,-16424,-8267
8740,20194,-32764,-578,32764,-1509,-16583
8750,15865,-27723,4710,26653,-29622,-25269
8760,24680,-24963,5501,28220,-2272,-32764
8770,10387,-32764,-2030,31965,28301,-32764
8780,5856,-28681,-3296,32687,25297,-32718
8790,5367,-25042,674,32764,21234,-26317
8800,-1005,-15348,-5835,32764,22934,-22672
8810,-12403,10039,-23370,9707,27808,-5964
8820,-7352,9063,-20796,-3987,9600,5627
8830,-385,2055,-29725,-17063,-7060,971
8840,3582,-19660,-19245,-32764,-2079,8598
8850,5719,-32764,-11048,-32764,-11781,3280
8860,10454,-32764,-1574,-32764,-15644,8925
8870,6861,-32764,-598,-32764,-4676,7937
8880,11286,-32346,10598,-32764,-24176,7400
8890,15739,-32764,13879,-26828,-32764,6478
8900,32750,-32764,32764,-32388,464,5940
8910,11919,-32764,31651,32764,-21601,-20064
8920,25750,-32764,-21978,32764,-18952,-20206
8930,22215,-20433,-312,14352,-15145,-32015
8940,14915,-30841,8564,15056,30613,-32764
8950,6244,-32745,-4061,32764,32764,-29727
8960,6591,-27176,-5625,32764,16094,-24777
8970,6509,-22699,-1641,30176,14199,-23184
8980,-2896,-6401,-10938,26005,31230,-15529
8990,-15505,17710,-31106,16822,19207,-2570
9000,-11766,15256,-32750,-4357,-3279,2791
9010,6623,-14901,-26106,-32764,-12926,8887
9020,15263,-32764,-10139,-32764,-3799,1469
9030,11143,-32764,-4539,-32764,-4517,-7472
9040,10108,-32764,-1781,-32764,-11832,-7828
9050,6250,-32764,3514,-32764,-32764,-2350
9060,20757,-32764,28612,-32764,-32764,6480
9070,32750,-32764,32764,-20328,10660,14996
9080,1957,-32764,28313,32764,-14343,-17809
9090,22731,-32764,-20705,32764,-27357,-15027
9100,20627,-18728,-2852,5538,-20084,-26356
9110,18277,-30586,10572,14098,17608,-32764
9120,8305,-32764,-815,32730,29290,-32764
9130,9929,-32323,-4300,32764,20451,-32207
9140,1061,-24950,-4076,32764,22729,-32677
9150,-9485,-3575,-21409,32764,30721,-21699
9160,-16968,10199,-28554,725,22532,1592
9170,-9740,13531,-31598,-6871,-2537,6672
9180,-4502,-12589,-31434,-31932,-4884,8993
9190,9864,-32764,-11497,-32764,453,13622
9200,1856,-32764,344,-32764,761,1950
9210,8996,-32764,545,-32764,-7721,4705
9220,5632,-32764,-4101,-32764,-21480,-4497
9230,12512,-32683,-762,-32764,-32764,3197
9240,27559,-32764,22447,-29684,-18303,15671
9250,32750,-32764,32764,-29882,31130,4674
9260,15457,-32764,16985,32764,-29803,-17972
9270,18293,-32666,-11198,32764,-24458,-29241
9280,18524,-24886,1856,14568,-17414,-32764
9290,15050,-32764,3028,18610,20938,-32764
9300,8280,-32764,-5315,30765,32764,-32764
9310,10359,-32299,-7443,32493,32764,-23328
9320,1327,-21226,-818,32447,32546,-16195
9330,-12585,5348,-18731,30432,22005,-9722
9340,-13638,15715,-32750,2619,-456,1860
9350,-5964,6164,-32750,-22340,-14569,4510
9360,7872,-32720,-25754,-32764,-2554,9631
9370,5993,-32764,-10750,-32764,7298,250
9380,15311,-32764,1177,-32764,6910,-207
9390,8360,-32764,164,-32764,-10886,-16383
9400,8689,-32764,3368,-32764,-32764,-7854
9410,24968,-32764,16438,-31506,-32764,6956
9420,32750,-32764,31638,-22729,27209,28371
9430,-2579,-32764,32764,32746,19647,-15672
9440,8523,-32764,-620,32764,-17880,-7777
9450,15797,-23594,-1271,32764,-32764,-24870
9460,16683,-31307,5476,18865,9848,-32763
9470,8601,-32764,-1263,32701,30776,-30868
9480,6475,-32643,-5741,32764,27376,-24369
9490,6670,-22246,-674,32764,19482,-16599
9500,-3889,-411,-20844,32764,32097,-10539
9510,-8701,12172,-32750,9664,21247,5958
9520,-2955,4573,-32750,-13397,-14456,3729
9530,3271,-23617,-32558,-32764,-5665,8439
9540,12639,-32764,-13695,-32764,7267,9017
9550,8140,-32764,4361,-32764,17987,-5042
9560,-1122,-32764,470,-32764,-11130,-13555
9570,5591,-32764,5822,-32764,-32764,-544
9580,32747,-32764,30452,-32730,-32764,13436
9590,32750,-32764,32764,-21825,30564,4726
9600,1974,-32764,12430,32764,-31576,-25834
9610,14486,-31800,-22191,32764,-27114,-27303
9620,18771,-17084,-4884,739,-25594,-32173
9630,19881,-31061,2303,747,-1905,-32764
9640,26018,-32764,-9041,12387,32764,-32764
9650,20681,-32764,-12739,31840,32764,-32764
9660,-11784,-32719,-15000,32764,32764,-28150
9670,-24692,21840,-32750,32241,21616,-2859
9680,-14849,15809,-32750,-13193,3607,11280
9690,-1133,-7063,-32750,-32451,-9623,13246
9700,14446,-32764,-26381,-32764,3760,16912
9710,4353,-32764,-12528,-32764,9085,-1703
9720,-4168,-32764,235,-32764,-21726,1027
9730,11532,-32764,-7856,-32764,-32764,6216
9740,22203,-32764,-1089,-32764,-32734,14962
9750,32750,-32764,32764,-27438,12805,17577
9760,10177,-32764,31506,32756,-12287,-21358
9770,23124,-32764,-13624,26448,-27471,-27281
9780,22444,-26413,4830,7747,16922,-23287
9790,13381,-30520,6343,27471,24379,-32382
9800,8979,-32764,1142,32764,12442,-32764
9810,8450,-32764,3241,32764,4528,-32764
9820,10515,-31581,1108,32764,-5269,-32764
9830,-7809,-12667,-13581,32764,32030,-32764
9840,-32764,12921,-32750,21355,32683,-7810
