t_ms,ax,ay,az,gx,gy,gz
954,-19216,-10172,10094,848,-27631
870,32750,-20026,-23268,-18053,26830,-21364
880,23645,-23301,-2775,-6903,19788,-32764
890,13229,-15093,1449,5359,10782,-32764
900,10237,-6747,-1612,9881,20036,-32668
910,1699,-958,419,1031,20132,-32608
920,-3262,-1306,2436,327,14224,-29097
930,-6406,1509,4186,160,8439,-19714
940,-5285,6397,1877,2784,9437,-11499
950,-1894,14185,2186,-439,9243,-7539
960,-338,10191,4847,-2017,10582,-9540
970,-2275,9926,3788,232,8356,-12387
980,-6836,3767,6279,-1693,9497,-14231
990,-15968,1672,4851,923,6623,-11683
1000,-22924,-1954,5077,674,1940,-3896
1010,-24747,-751,2817,2837,-6207,5764
1020,-19273,-524,1707,3074,-7498,17098
1030,-10982,-3172,-92,2159,-8129,25546
1040,-3989,-4817,-1640,571,-8400,30418
1050,5523,-5813,-1872,-7810,-11032,32764
1060,9912,-8863,-3771,-8467,-19262,32764
1070,17551,-18196,-9107,1769,-28421,32764
1080,24381,-18079,-12061,6457,-26084,32764
1090,30790,-25191,-12448,6890,936,32764
1100,29857,-27984,-11840,-12010,17102,32764
1110,28782,-32764,-3748,-27269,-9220,32764
1120,32743,-32703,9864,-32759,5510,30197
1130,29375,-26651,14405,-4110,-7393,3968
1140,24560,-22704,7863,6051,-9817,-8829
1150,24731,-22237,6171,3566,-18,-11285
1160,21140,-22501,3321,12330,3961,-17504
1170,17702,-24636,-891,17958,-309,-21994
1180,22090,-22709,-4548,15980,4036,-15610
1190,31875,-24115,-8439,10293,15211,-20146
1200,28256,-28359,-8142,8539,7231,-32763
1210,27477,-27212,-11828,7325,18602,-31818
1220,18708,-22138,-11910,10882,29431,-28058
1230,13552,-18266,-7570,7388,17585,-32757
1240,3037,-9254,-1920,6328,15951,-32764
1250,-9053,-3260,1385,7633,14248,-32764
1260,-11951,-596,3080,8779,8194,-27011
1270,-13902,2400,1921,5856,11012,-20581
1280,-17885,2582,3246,-392,5345,-14693
