t_ms,ax,ay,az,gx,gy,gz
,-32764,32764,-15747,32764,-2136
2870,23587,-32764,26040,19598,-23011,-17307
2880,15753,-32764,-14059,32764,-29636,-30119
2890,13775,-15201,-13773,6821,-32764,-32764
2900,15317,-18254,-2808,-17323,-31478,-32764
2910,3998,-21068,-1484,-17537,2480,-32764
2920,-1788,-17039,-3500,-10201,11207,-27964
2930,-5911,-16253,-4237,-5073,18555,-24282
2940,-19382,-17766,452,-2849,32631,-12855
2950,-13044,10181,-15466,5157,21583,11841
2960,-19295,-18862,-13315,-14165,4141,20020
2970,2793,-32764,-4082,-28809,-1837,32764
2980,26183,-30165,6154,-21854,27070,32764
2990,2261,-20740,5054,-18033,22460,24370
3000,12151,-22435,18,-14477,-11973,18416
3010,23321,-15361,4658,-19842,-18723,16873
3020,32750,-32508,15569,-32701,-13407,19276
3030,32750,-32764,26663,-11684,11909,9809
3040,27634,-32764,572,31374,-20425,-30606
3050,13633,-31089,-9780,23850,-32764,-32764
3060,16133,-13949,-7245,73,-25156,-32764
3070,12528,-20442,-5025,-9989,-6064,-32764
3080,7022,-24456,-6079,-9406,12726,-32764
3090,-1111,-22514,-8169,-6294,14968,-32764
3100,-11708,-12046,-1319,-10119,7002,-32764
3110,-14642,-11532,5380,4972,6771,-6681
3120,-10138,3818,-5892,1540,6168,1956
3130,-21577,-16807,-4378,-2308,14795,21829
3140,12431,-31668,-11524,-11746,4432,32764
3150,25101,-27705,-4849,-28991,30441,32764
3160,10840,-17260,656,-32678,14546,29174
3170,6471,-17918,-6304,-20686,-17211,19174
3180,6958,-24042,-5784,-22724,-32716,22228
3190,32750,-32764,5063,-12696,3504,29400
3200,32750,-32764,32764,-17000,27800,-1967
3210,32750,-32764,9659,31802,-28834,-22855
3220,14606,-28601,-9929,32516,-32764,-32764
3230,11614,-15353,-6036,11671,-31450,-32764
3240,10668,-16791,-7222,-1269,-21918,-32764
3250,10683,-20316,-5567,-14591,8223,-29966
3260,2568,-22020,-8625,-12666,29012,-27275
3270,-2397,-16128,-1170,-12170,22897,-25969
3280,-11077,-14055,6896,867,25487,-8426
3290,-21196,-8183,-6426,14232,7652,-6301
3300,-32754,-24703,-16745,3947,-8290,24213
3310,11328,-32764,-11994,-15429,-16678,32764
3320,29516,-32548,-1931,-23492,23141,32764
3330,8950,-17551,-6204,-13133,25234,26809
3340,10146,-22600,-3278,-11252,-4832,19100
3350,31780,-27796,6691,-4287,-16258,21397
3360,32750,-32242,32764,-31489,25606,6410
3370,18890,-32764,32545,12609,14996,-30190
3380,21322,-32764,-839,17185,-32287,-17245
3390,16978,-15181,-5629,14625,-32764,-30637
3400,13749,-19121,-1176,-5894,-21060,-32764
3410,8922,-24195,-893,-10366,3756,-32764
3420,3300,-23190,-3984,-7026,13959,-32764
3430,-5410,-13269,486,-5925,12694,-30830
3440,-14625,-13254,4392,3497,21735,-14652
3450,-3027,10181,-5976,6655,20017,12800
3460,-21574,-749,-18700,13053,-1955,-7306
3470,-9633,-30294,-16178,-20490,-6062,32764
3480,16196,-32764,-2863,-31676,6641,32764
3490,13439,-27347,-3628,-23954,22994,32764
3500,9174,-22152,-2032,-24342,6768,24975
3510,10598,-22445,183,-26428,-14532,21665
3520,27196,-32764,7037,-20758,-5249,23273
3530,32750,-32764,32764,-29634,5949,15265
3540,18459,-32764,14130,32764,-23786,-28465
3550,10697,-32300,-23087,32134,-32764,-27729
3560,19231,-15382,-10737,-8316,-22078,-21988
3570,20528,-25000,-2735,-13290,-5428,-32764
3580,10645,-32376,-3516,-7492,13856,-32764
3590,515,-26824,-5332,-1676,17553,-32764
3600,-9622,-13221,-53,-1130,89,-32764
3610,-16580,-10596,6225,1378,-1112,-21637
3620,-9486,2605,-12197,23278,9652,-1277
3630,-22897,-5529,-14400,-1839,8427,-9586
3640,-14101,-23296,-10653,-20374,-2574,32764
3650,17316,-32764,-2691,-23208,-7512,32764
3660,24606,-32764,-2603,-20283,4096,32764
3670,8412,-26032,-3644,-14001,-390,32639
3680,13780,-22415,-3974,-15221,-9736,32764
3690,32746,-32764,1449,-18164,-577,32764
3700,32750,-32764,25189,-5904,-5724,9353
3710,32750,-32764,26056,6531,-19986,-32763
3720,26483,-32764,-5115,31604,32764,-32764
3730,7284,-22018,-6117,25734,32661,-32764
3740,3702,-22446,2298,23930,10322,-24662
3750,7204,-20949,363,29670,16839,-20293
3760,5826,-18207,-2248,28726,24455,-14840
3770,1756,-13491,-3065,23882,25399,-9989
3780,-4998,-11580,-1015,12926,6095,-840
3790,-3249,9604,-27687,22635,-21752,6224
